year,title,author,price,Shortlist/Longlist/Winner,ISBN-10,date,ISBN-13
2022,The Haunting of Hajji Hotak and Other Stories,Jamil Jan Kochai,National Book Award for Fiction,Shortlist,0593297202,11/16/2022,9780593297209
2022,All This Could Be Different,Sarah Thankam Mathews,National Book Award for Fiction,Shortlist,0593489136,11/16/2022,9780593489130
2022,The Town of Babylon,Alejandro Varela,National Book Award for Fiction,Shortlist,1662601042,11/16/2022,9781662601040
2023,Blackouts,Justin Torres,National Book Award for Fiction,Winner,0374716676,11/15/2023,9780374716677
2023,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,National Book Award for Fiction,Shortlist,0593317343,11/15/2023,9780593317341
2023,Temple Folk,Aaliyah Bilal,National Book Award for Fiction,Shortlist,1982191821,11/15/2023,9781982191825
2023,This Other Eden,Paul Harding,National Book Award for Fiction,Shortlist,1324036303,11/15/2023,9781324036302
2023,The End of Drum-Time,Hanna Pylväinen,National Book Award for Fiction,Shortlist,1250822912,11/15/2023,9781250822918
2024,James,Percival Everett,National Book Award for Fiction,Winner,,11/20/2024,
2024,Ghostroots,Pemi Aguda,National Book Award for Fiction,Shortlist,0349018219,11/20/2024,9780349018218
2024,Martyr!,Kaveh Akbar,National Book Award for Fiction,Shortlist,0593537629,11/20/2024,9780593537626
2024,All Fours,Miranda July,National Book Award for Fiction,Shortlist,0593190289,11/20/2024,9780593190289
2024,My Friends,Hisham Matar,National Book Award for Fiction,Shortlist,0812985095,11/20/2024,9780812985092
,,,,,,,
2024,The Saint of Bright Doors,Vajra Chandrasekera,Nebula Award,Winner,1250847397,6/8/2024,9781250847393
2024,The Water Outlaws,S. L. Huang,Nebula Award,Shortlist,1250198763,6/8/2024,9781250198761
2024,Translation State,Ann Leckie,Nebula Award,Shortlist,0356517942,6/8/2024,9780356517940
2024,The Terraformers,Annalee Newitz,Nebula Award,Shortlist,1250228069,6/8/2024,9781250228062
2024,Shigidi and the Brass Head of Obalufon,Wole Talabi,Nebula Award,Shortlist,0756418275,6/8/2024,9780756418274
2024,Witch King,Martha Wells,Nebula Award,Shortlist,1250826802,6/8/2024,9781250826800
2023,Babel,Rebecca F. Kuang,Nebula Award,Winner,0063021439,5/20/2023,9780063021433
2023,Legends & Lattes,Travis Baldree,Nebula Award,Shortlist,0486288706,5/20/2023,9780486288703
2023,Spear,Nicola Griffith,Nebula Award,Shortlist,1250819334,5/20/2023,9781250819338
2023,Nettle and Bone,T. Kingfisher,Nebula Award,Shortlist,125024403X,5/20/2023,9781250244031
2023,Nona the Ninth,Tamsyn Muir,Nebula Award,Shortlist,1250854121,5/20/2023,9781250854124
2023,The Mountain in the Sea,Ray Nayler,Nebula Award,Shortlist,0374605963,5/20/2023,9780374605964
2022,A Master of Djinn,P. Djèlí Clark,Nebula Award,Winner,0356516873,6/4/2022,9780356516875
2022,The Unbroken,C. L. Clark,Nebula Award,Shortlist,0356516229,6/4/2022,9780356516226
2022,Machinehood,S. B. Divya,Nebula Award,Shortlist,1982148063,6/4/2022,9781982148065
2022,A Desolation Called Peace,Arkady Martine,Nebula Award,Shortlist,125018648X,6/4/2022,9781250186485
2022,Plague Birds,Jason Sanford,Nebula Award,Shortlist,,6/4/2022,
2021,Network Effect,Martha Wells,Nebula Award,Winner,1250229847,6/5/2021,9781250229847
2021,Piranesi,Susanna Clarke,Nebula Award,Shortlist,1526622440,6/5/2021,9781526622440
2021,The City We Became,N. K. Jemisin,Nebula Award,Shortlist,0356512657,6/5/2021,9780356512655
2021,Mexican Gothic,Silvia Moreno-Garcia,Nebula Award,Shortlist,0525620796,6/5/2021,9780525620792
2021,The Midnight Bargain,C. L. Polk,Nebula Award,Shortlist,0356516288,6/5/2021,9780356516288
2021,Black Sun,Rebecca Roanhorse,Nebula Award,Shortlist,153443769X,6/5/2021,9781534437692
2020,A Song for a New Day,Sarah Pinsker,Nebula Award,Winner,1800243863,5/30/2020,9781800243866
2020,Marque of Caine,Charles E. Gannon,Nebula Award,Shortlist,1625797206,5/30/2020,9781625797209
2020,The Ten Thousand Doors of January,Alix E. Harrow,Nebula Award,Shortlist,0356512436,5/30/2020,9780356512433
2020,A Memory Called Empire,Arkady Martine,Nebula Award,Shortlist,1529001609,5/30/2020,9781529001600
2020,Gods of Jade and Shadow,Silvia Moreno-Garcia,Nebula Award,Shortlist,0525620761,5/30/2020,9780525620761
2020,Gideon the Ninth,Tamsyn Muir,Nebula Award,Shortlist,1250313171,5/30/2020,9781250313171
2019,The Calculating Stars,Mary Robinette Kowal,Nebula Award,Winner,146686124X,5/18/2019,9781466861244
2019,Blackfish City,Sam J. Miller,Nebula Award,Shortlist,0356510018,5/18/2019,9780356510019
2019,The Poppy War,Rebecca F. Kuang,Nebula Award,Shortlist,0062662597,5/18/2019,9780062662590
2019,Spinning Silver,Naomi Novik,Nebula Award,Shortlist,1509899030,5/18/2019,9781509899036
2019,Trail of Lightning,Rebecca Roanhorse,Nebula Award,Shortlist,1529346673,5/18/2019,9781529346671
2019,Witchmark,C. L. Polk,Nebula Award,Shortlist,1250311314,5/18/2019,9781250311313
2018,The Stone Sky,N. K. Jemisin,Nebula Award,Winner,1496850173,5/19/2018,9781496850171
2018,Amberlough,Lara Elena Donnelly,Nebula Award,Shortlist,1466893419,5/19/2018,9781466893412
2018,The Strange Case of the Alchemist's Daughter,Theodora Goss,Nebula Award,Shortlist,148146650X,5/19/2018,9781481466509
2018,Spoonbenders,Daryl Gregory,Nebula Award,Shortlist,1786482789,5/19/2018,9781786482785
2018,Six Wakes,Mur Lafferty,Nebula Award,Shortlist,0316389668,5/19/2018,9780316389662
2018,Jade City,Fonda Lee,Nebula Award,Shortlist,0356510484,5/19/2018,9780356510484
2018,Autonomous,Annalee Newitz,Nebula Award,Shortlist,0356511200,5/19/2018,9780356511207
2017,All the Birds in the Sky,Charlie Jane Anders,Nebula Award,Winner,,5/20/2017,9798216182757
2017,Borderline,Mishell Baker,Nebula Award,Shortlist,1481429787,5/20/2017,9781481429788
2017,The Obelisk Gate,N. K. Jemisin,Nebula Award,Shortlist,1666910465,5/20/2017,9781666910469
2017,Ninefox Gambit,Yoon Ha Lee,Nebula Award,Shortlist,1849979928,5/20/2017,9781849979924
2017,Everfair,Nisi Shawl,Nebula Award,Shortlist,1466837845,5/20/2017,9781466837843
2016,Uprooted,Naomi Novik,Nebula Award,Winner,0804179042,5/14/2016,9780804179041
2016,Ancillary Mercy,Ann Leckie,Nebula Award,Shortlist,140552586X,5/14/2016,9781405525862
2016,Barsk: The Elephants' Graveyard,Lawrence M. Schoen,Nebula Award,Shortlist,1466853395,5/14/2016,9781466853393
2016,The Fifth Season,N. K. Jemisin,Nebula Award,Shortlist,0316324973,5/14/2016,9780316324977
2016,The Grace of Kings,Ken Liu,Nebula Award,Shortlist,1481424270,5/14/2016,9781481424271
2016,Raising Caine,Charles E. Gannon,Nebula Award,Shortlist,1625794525,5/14/2016,9781625794529
2016,Updraft,Fran Wilde,Nebula Award,Shortlist,1466858206,5/14/2016,9781466858206
2015,Annihilation,Jeff VanderMeer,Nebula Award,Winner,0374710775,5/16/2015,9780374710774
2015,The Goblin Emperor,Katherine Addison,Nebula Award,Shortlist,1429946407,5/16/2015,9781429946407
2015,Trial by Fire,Charles E. Gannon,Nebula Award,Shortlist,1625793057,5/16/2015,9781625793058
2015,Ancillary Sword,Ann Leckie,Nebula Award,Shortlist,1405525851,5/16/2015,9781405525855
2015,The Three-Body Problem,Cixin Liu,Nebula Award,Shortlist,1784971545,5/16/2015,9781784971540
2015,Coming Home,Jack McDevitt,Nebula Award,Shortlist,0698146506,5/16/2015,9780698146501
2014,Ancillary Justice,Ann Leckie,Nebula Award,Winner,3031182618,5/17/2014,9783031182617
2014,We Are All Completely Beside Ourselves,Karen Joy Fowler,Nebula Award,Shortlist,1782830200,5/17/2014,9781782830207
2014,The Ocean at the End of the Lane,Neil Gaiman,Nebula Award,Shortlist,0062255673,5/17/2014,9780062255679
2014,Fire with Fire,Charles E. Gannon,Nebula Award,Shortlist,1625798415,5/17/2014,9781625798411
2014,Hild,Nicola Griffith,Nebula Award,Shortlist,0349134251,5/17/2014,9780349134253
2014,The Red: First Light,Linda Nagata,Nebula Award,Shortlist,1481440942,5/17/2014,9781481440943
2014,A Stranger in Olondria,Sofia Samatar,Nebula Award,Shortlist,1931520771,5/17/2014,9781931520775
2014,The Golem and the Jinni,Helene Wecker,Nebula Award,Shortlist,0007527152,5/17/2014,9780007527151
2013,2312,Kim Stanley Robinson,Nebula Award,Winner,0316192805,5/18/2013,9780316192804
2013,Throne of the Crescent Moon,Saladin Ahmed,Nebula Award,Shortlist,0575132949,5/18/2013,9780575132948
2013,Ironskin,Tina Connolly,Nebula Award,Shortlist,147211356X,5/18/2013,9781472113566
2013,The Killing Moon,N. K. Jemisin,Nebula Award,Shortlist,0748129995,5/18/2013,9780748129997
2013,The Drowning Girl,Caitlín R. Kiernan,Nebula Award,Shortlist,1101577193,5/18/2013,9781101577196
2013,Glamour in Glass,Mary Robinette Kowal,Nebula Award,Shortlist,1472102533,5/18/2013,9781472102539
2012,Among Others,Jo Walton,Nebula Award,Winner,1472100441,5/19/2012,9781472100443
2012,Embassytown,China Miéville,Nebula Award,Shortlist,1780240295,5/19/2012,9781780240299
2012,Firebird,Jack McDevitt,Nebula Award,Shortlist,1472203186,5/19/2012,9781472203182
2012,God's War,Kameron Hurley,Nebula Award,Shortlist,1473583330,5/19/2012,9781473583337
2012,Mechanique: a Tale of the Circus Tresaulti,Genevieve Valentine,Nebula Award,Shortlist,1429988452,5/19/2012,9781429988452
2012,The Kingdom of Gods,N. K. Jemisin,Nebula Award,Shortlist,0748126317,5/19/2012,9780748126316
2011,Blackout / All Clear,Connie Willis,Nebula Award,Winner,0575099291,5/21/2011,9780575099296
2011,The Native Star,M. K. Hobson,Nebula Award,Shortlist,0345521692,5/21/2011,9780345521699
2011,The Hundred Thousand Kingdoms,N. K. Jemisin,Nebula Award,Shortlist,0748115900,5/21/2011,9780748115907
2011,Shades of Milk and Honey,Mary Robinette Kowal,Nebula Award,Shortlist,1472102509,5/21/2011,9781472102508
2011,Echo,Jack McDevitt,Nebula Award,Shortlist,1472203100,5/21/2011,9781472203106
2011,Who Fears Death,Nnedi Okorafor,Nebula Award,Shortlist,9189593073,5/21/2011,9789189593077
2010,The Windup Girl,Paolo Bacigalupi,Nebula Award,Winner,1473219817,5/15/2010,9781473219816
2010,The Love We Share Without Knowing,Christopher Barzak,Nebula Award,Shortlist,0553905899,5/15/2010,9780553905892
2010,Flesh and Fire,Laura Anne Gilman,Nebula Award,Shortlist,1439126879,5/15/2010,9781439126875
2010,The City & the City,China Miéville,Nebula Award,Shortlist,0615771793,5/15/2010,9780615771793
2010,Boneshaker,Cherie Priest,Nebula Award,Shortlist,1429942495,5/15/2010,9781429942492
2010,Finch,Jeff VanderMeer,Nebula Award,Shortlist,0857893572,5/15/2010,9780857893574
2009,Powers,Ursula K. Le Guin,Nebula Award,Winner,1842557696,5/2/2009,9781842557693
2009,Little Brother,Cory Doctorow,Nebula Award,Shortlist,1473231930,5/2/2009,9781473231931
2009,Cauldron,Jack McDevitt,Nebula Award,Shortlist,1472203305,5/2/2009,9781472203304
2009,Brasyl,Ian McDonald,Nebula Award,Shortlist,0575087358,5/2/2009,9780575087354
2009,Making Money,Terry Pratchett,Nebula Award,Shortlist,1407034014,5/2/2009,9781407034010
2009,Superpowers,David J. Schwartz,Nebula Award,Shortlist,1407013416,5/2/2009,9781407013411
